"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","HEALTHEXP","TOT","PC_GDP","A","1978",6.949,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1979",6.924,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1980",7.022,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1981",6.024,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1982",5.999,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1983",5.832,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1984",5.879,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1985",6.008,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1986",6.115,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1987",6.405,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1988",6.397,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1989",6.54,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1990",7.718,"B"
"AUT","HEALTHEXP","TOT","PC_GDP","A","1991",7.782,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1992",8.077,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1993",8.601,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1994",8.99,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1995",8.924,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1996",8.884,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1997",8.984,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1998",9.15,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1999",9.302,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2000",9.204,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2001",9.269,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2002",9.395,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2003",9.547,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2004",9.709,"B"
"AUT","HEALTHEXP","TOT","PC_GDP","A","2005",9.627,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2006",9.531,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2007",9.532,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2008",9.726,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2009",10.226,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2010",10.221,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2011",10.026,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2012",10.199,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2013",10.286,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2014",10.368,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2015",10.368,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2016",10.419,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2017",10.397,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2018",10.33,"P"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1970",3.836,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1971",3.922,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1972",4.076,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1973",4.355,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1974",4.419,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1975",5.518,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1976",5.725,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1977",6.193,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1978",6.382,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1979",6.364,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1980",6.148,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1981",6.561,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1982",6.788,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1983",6.954,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1984",6.797,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1985",6.846,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1986",7.017,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1987",7.123,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1988",7.122,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1989",7.066,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1990",7.109,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1991",7.419,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1992",7.598,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1993",7.722,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1994",7.52,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1995",7.479,"B"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1996",7.754,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1997",7.612,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1998",7.735,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1999",7.9,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2000",7.942,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2001",8.105,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2002",8.263,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2003",9.106,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2004",9.125,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2005",9.007,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2006",8.912,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2007",8.949,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2008",9.337,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2009",10.135,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2010",9.975,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2011",10.137,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2012",10.266,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2013",10.37,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2014",10.415,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2015",10.28,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2016",10.304,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2017",10.339,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2018",10.372,"E"
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2003",597.531,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2004",567.397,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2005",546.021,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2006",584.196,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2007",624.034,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2008",639.991,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2009",667.895,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2010",697.766,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2011",726.559,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2012",737.745,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2013",784.161,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2014",783.044,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2015",793.802,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2016",833.451,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2017",852.155,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1970",6.258,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1971",6.512,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1972",6.431,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1973",6.126,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1974",6.036,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1975",6.493,"B"
"CAN","HEALTHEXP","TOT","PC_GDP","A","1976",6.5,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1977",6.48,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1978",6.457,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1979",6.35,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1980",6.536,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1981",6.766,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1982",7.495,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1983",7.664,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1984",7.551,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1985",7.558,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1986",7.798,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1987",7.739,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1988",7.738,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1989",7.946,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1990",8.364,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1991",9.048,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1992",9.301,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1993",9.186,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1994",8.835,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1995",8.532,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1996",8.336,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1997",8.318,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1998",8.547,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1999",8.329,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2000",8.248,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2001",8.625,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2002",8.857,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2003",9.011,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2004",9.066,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2005",9.035,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2006",9.375,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2007",9.476,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2008",9.639,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2009",10.756,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2010",10.728,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2011",10.403,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2012",10.403,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2013",10.287,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2014",10.121,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2015",10.584,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2016",10.82,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2017",10.663,"P"
"CAN","HEALTHEXP","TOT","PC_GDP","A","2018",10.734,"P"
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1988",224.017,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1989",238.116,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1990",254.335,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1991",265.349,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1992",278.663,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1993",296.533,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1994",314.339,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1995",327.387,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1996",334.857,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1997",363.319,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1998",368.412,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1999",388.847,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2000",407.003,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2001",417.718,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2002",438.786,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2003",444.32,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2004",477.188,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2005",505.933,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2006",544.607,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2007",567.865,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2008",585.291,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2009",587.541,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2010",630.946,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2011",612.324,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2012",615.083,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2013",622.42,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2014",638.824,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2015",648.76,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2016",698.288,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2017",721.586,"P"
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2018",749.264,"P"
"CZE","HEALTHEXP","TOT","PC_GDP","A","1990",3.736,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1991",3.872,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1992",3.995,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1993",5.351,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1994",5.513,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1995",5.736,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","1996",5.62,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1997",5.631,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1998",5.62,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1999",5.796,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2000",5.718,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2001",5.888,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2002",6.199,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2003",6.554,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2004",6.385,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2005",6.381,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2006",6.196,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2007",6.016,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2008",6.36,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2009",7.293,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2010",6.928,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2011",6.977,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2012",7.028,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2013",7.807,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2014",7.653,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2015",7.243,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2016",7.15,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2017",7.231,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2018",7.515,"E"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1990",14.462,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1991",16.583,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1992",24.368,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1993",39.262,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1994",50.957,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1995",83.447,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1996",88.863,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1997",92.59,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1998",93.384,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1999",95.105,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2000",104.567,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2001",123.432,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2002",126.79,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2003",144.502,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2004",156.751,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2005",168.988,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2006",181.54,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2007",226.263,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2008",294.094,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2009",309.105,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2010",305.189,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2011",306.723,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2012",319.666,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2013",332.654,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2014",361.148,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2015",377.458,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2016",394.78,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2017",422.12,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1971",7.677,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1972",7.768,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1973",7.585,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1974",8.291,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1975",8.536,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1976",8.441,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1977",8.259,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1978",8.377,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1979",8.474,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1980",8.416,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1981",8.575,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1982",8.624,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1983",8.418,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1984",7.97,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1985",7.947,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1986",7.734,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1987",8.054,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1988",8.191,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1989",8.061,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1990",8.038,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1991",7.94,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1992",7.956,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1993",8.289,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1994",8.077,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1995",7.771,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1996",7.839,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1997",7.75,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1998",7.552,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1999",8.342,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2000",8.104,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2001",8.448,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2002",8.703,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2003",8.904,"B"
"DNK","HEALTHEXP","TOT","PC_GDP","A","2004",9.007,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2005",9.091,
