,LOCATION,INDICATOR,TIME,Value
142,FRA,PHARMAEXP,2004,559.125
143,FRA,PHARMAEXP,2005,573.536
144,FRA,PHARMAEXP,2006,584.763
145,FRA,PHARMAEXP,2007,600.804
146,FRA,PHARMAEXP,2008,611.3240000000001
147,FRA,PHARMAEXP,2009,615.404
148,FRA,PHARMAEXP,2010,626.486
149,FRA,PHARMAEXP,2011,629.048
150,FRA,PHARMAEXP,2012,625.8340000000001
151,FRA,PHARMAEXP,2013,636.919
152,FRA,PHARMAEXP,2014,648.303
153,FRA,PHARMAEXP,2015,637.506
154,FRA,PHARMAEXP,2016,648.788
155,FRA,PHARMAEXP,2017,653.185
156,DEU,PHARMAEXP,1998,357.42400000000004
157,DEU,PHARMAEXP,1999,377.01099999999997
158,DEU,PHARMAEXP,2000,406.827
159,DEU,PHARMAEXP,2001,441.282
160,DEU,PHARMAEXP,2002,482.61699999999996
161,DEU,PHARMAEXP,2003,493.01099999999997
162,DEU,PHARMAEXP,2004,474.884
163,DEU,PHARMAEXP,2005,517.938
164,DEU,PHARMAEXP,2006,532.9590000000001
165,DEU,PHARMAEXP,2007,573.589
166,DEU,PHARMAEXP,2008,605.918
167,DEU,PHARMAEXP,2009,633.373
168,DEU,PHARMAEXP,2010,661.947
169,DEU,PHARMAEXP,2011,651.266
170,DEU,PHARMAEXP,2012,669.2389999999999
171,DEU,PHARMAEXP,2013,691.908
172,DEU,PHARMAEXP,2014,737.982
173,DEU,PHARMAEXP,2015,759.247
174,DEU,PHARMAEXP,2016,800.41
175,DEU,PHARMAEXP,2017,822.632
176,GRC,PHARMAEXP,1998,192.229
177,GRC,PHARMAEXP,1999,209.65200000000002
178,GRC,PHARMAEXP,2000,281.688
179,GRC,PHARMAEXP,2001,324.312
180,GRC,PHARMAEXP,2002,389.24
181,GRC,PHARMAEXP,2003,425.16
182,GRC,PHARMAEXP,2004,474.38199999999995
183,GRC,PHARMAEXP,2005,514.705
184,GRC,PHARMAEXP,2006,589.826
185,GRC,PHARMAEXP,2007,674.834
186,GRC,PHARMAEXP,2009,749.9860000000001
187,GRC,PHARMAEXP,2010,749.5139999999999
188,GRC,PHARMAEXP,2011,709.328
189,GRC,PHARMAEXP,2012,622.251
190,GRC,PHARMAEXP,2013,574.641
191,GRC,PHARMAEXP,2014,542.526
192,GRC,PHARMAEXP,2015,559.265
193,GRC,PHARMAEXP,2016,582.132
194,GRC,PHARMAEXP,2017,603.306
195,HUN,PHARMAEXP,2001,295.433
196,HUN,PHARMAEXP,2002,337.88300000000004
197,HUN,PHARMAEXP,2003,376.61400000000003
198,HUN,PHARMAEXP,2004,402.17900000000003
199,HUN,PHARMAEXP,2005,457.642
200,HUN,PHARMAEXP,2006,482.955
201,HUN,PHARMAEXP,2007,451.986
202,HUN,PHARMAEXP,2008,476.311
203,HUN,PHARMAEXP,2009,491.702
204,HUN,PHARMAEXP,2010,554.16
205,HUN,PHARMAEXP,2011,614.461
206,HUN,PHARMAEXP,2012,575.5169999999999
207,HUN,PHARMAEXP,2013,551.813
208,HUN,PHARMAEXP,2014,561.219
209,HUN,PHARMAEXP,2015,563.738
210,HUN,PHARMAEXP,2016,578.931
211,HUN,PHARMAEXP,2017,557.45
212,ISL,PHARMAEXP,1998,338.30300000000005
213,ISL,PHARMAEXP,1999,370.923
214,ISL,PHARMAEXP,2000,395.469
215,ISL,PHARMAEXP,2001,397.022
216,ISL,PHARMAEXP,2002,442.083
217,ISL,PHARMAEXP,2003,484.978
218,ISL,PHARMAEXP,2004,509.838
219,ISL,PHARMAEXP,2005,482.941
220,ISL,PHARMAEXP,2006,490.402
221,ISL,PHARMAEXP,2007,493.45099999999996
222,ISL,PHARMAEXP,2008,536.685
223,ISL,PHARMAEXP,2009,552.8009999999999
224,ISL,PHARMAEXP,2010,523.915
225,ISL,PHARMAEXP,2011,517.3
226,ISL,PHARMAEXP,2012,509.466
227,ISL,PHARMAEXP,2013,486.12699999999995
228,ISL,PHARMAEXP,2014,466.819
229,ISL,PHARMAEXP,2015,472.07300000000004
230,ISL,PHARMAEXP,2016,453.837
231,ISL,PHARMAEXP,2017,455.719
232,IRL,PHARMAEXP,1998,184.321
233,IRL,PHARMAEXP,1999,209.317
234,IRL,PHARMAEXP,2000,259.245
235,IRL,PHARMAEXP,2001,307.957
236,IRL,PHARMAEXP,2002,357.48900000000003
237,IRL,PHARMAEXP,2003,389.099
238,IRL,PHARMAEXP,2004,439.161
239,IRL,PHARMAEXP,2005,478.63
240,IRL,PHARMAEXP,2006,527.26
241,IRL,PHARMAEXP,2007,553.315
242,IRL,PHARMAEXP,2008,581.225
243,IRL,PHARMAEXP,2009,584.888
244,IRL,PHARMAEXP,2010,599.901
245,IRL,PHARMAEXP,2011,599.498
246,IRL,PHARMAEXP,2012,627.771
247,IRL,PHARMAEXP,2013,582.347
248,IRL,PHARMAEXP,2014,555.242
249,IRL,PHARMAEXP,2015,560.633
250,IRL,PHARMAEXP,2016,580.634
251,IRL,PHARMAEXP,2017,598.932
252,ITA,PHARMAEXP,1998,358.344
253,ITA,PHARMAEXP,1999,381.619
254,ITA,PHARMAEXP,2000,429.36699999999996
255,ITA,PHARMAEXP,2001,471.439
256,ITA,PHARMAEXP,2002,501.305
257,ITA,PHARMAEXP,2003,489.346
258,ITA,PHARMAEXP,2004,514.698
259,ITA,PHARMAEXP,2005,510.092
260,ITA,PHARMAEXP,2006,535.317
261,ITA,PHARMAEXP,2007,539.0
262,ITA,PHARMAEXP,2008,562.602
263,ITA,PHARMAEXP,2009,558.4209999999999
264,ITA,PHARMAEXP,2010,581.852
265,ITA,PHARMAEXP,2011,574.5509999999999
266,ITA,PHARMAEXP,2012,515.437
267,ITA,PHARMAEXP,2013,524.428
268,ITA,PHARMAEXP,2014,521.1080000000001
269,ITA,PHARMAEXP,2015,555.6569999999999
270,ITA,PHARMAEXP,2016,571.51
271,ITA,PHARMAEXP,2017,589.874
272,ITA,PHARMAEXP,2018,600.7669999999999
273,JPN,PHARMAEXP,1998,281.556
274,JPN,PHARMAEXP,1999,302.756
275,JPN,PHARMAEXP,2000,340.659
276,JPN,PHARMAEXP,2001,366.395
277,JPN,PHARMAEXP,2002,384.94199999999995
278,JPN,PHARMAEXP,2003,428.968
279,JPN,PHARMAEXP,2004,448.731
280,JPN,PHARMAEXP,2005,489.158
281,JPN,PHARMAEXP,2006,506.504
282,JPN,PHARMAEXP,2007,536.992
283,JPN,PHARMAEXP,2008,557.0409999999999
284,JPN,PHARMAEXP,2009,624.0980000000001
285,JPN,PHARMAEXP,2010,648.898
286,JPN,PHARMAEXP,2011,707.419
287,JPN,PHARMAEXP,2012,749.96
288,JPN,PHARMAEXP,2013,812.268
289,JPN,PHARMAEXP,2014,813.8589999999999
290,JPN,PHARMAEXP,2015,891.393
291,JPN,PHARMAEXP,2016,837.9960000000001
292,KOR,PHARMAEXP,1998,129.866
293,KOR,PHARMAEXP,1999,148.675
294,KOR,PHARMAEXP,2000,177.479
295,KOR,PHARMAEXP,2001,231.57
296,KOR,PHARMAEXP,2002,247.766
297,KOR,PHARMAEXP,2003,281.444
298,KOR,PHARMAEXP,2004,299.522
299,KOR,PHARMAEXP,2005,322.728
300,KOR,PHARMAEXP,2006,368.514
301,KOR,PHARMAEXP,2007,399.707
302,KOR,PHARMAEXP,2008,417.751
303,KOR,PHARMAEXP,2009,448.077
304,KOR,PHARMAEXP,2010,486.841
305,KOR,PHARMAEXP,2011,499.87
306,KOR,PHARMAEXP,2012,507.333
307,KOR,PHARMAEXP,2013,495.267
308,KOR,PHARMAEXP,2014,502.00300000000004
309,KOR,PHARMAEXP,2015,537.756
310,KOR,PHARMAEXP,2016,572.034
311,KOR,PHARMAEXP,2017,599.21
312,KOR,PHARMAEXP,2018,660.074
313,LUX,PHARMAEXP,1998,298.75
314,LUX,PHARMAEXP,1999,338.31800000000004
315,LUX,PHARMAEXP,2000,376.26800000000003
316,LUX,PHARMAEXP,2001,406.839
317,LUX,PHARMAEXP,2002,462.209
318,LUX,PHARMAEXP,2003,483.74
319,LUX,PHARMAEXP,2004,497.341
320,LUX,PHARMAEXP,2005,498.272
321,LUX,PHARMAEXP,2006,525.158
322,LUX,PHARMAEXP,2007,542.7180000000001
323,LUX,PHARMAEXP,2008,555.4069999999999
324,LUX,PHARMAEXP,2009,564.384
325,LUX,PHARMAEXP,2010,543.6080000000001
326,LUX,PHARMAEXP,2011,428.82300000000004
327,LUX,PHARMAEXP,2012,445.745
328,LUX,PHARMAEXP,2013,564.513
329,LUX,PHARMAEXP,2014,550.488
330,LUX,PHARMAEXP,2015,548.158
331,LUX,PHARMAEXP,2016,552.545
332,LUX,PHARMAEXP,2017,556.22
333,MEX,PHARMAEXP,1999,88.193
334,MEX,PHARMAEXP,2000,100.973
335,MEX,PHARMAEXP,2001,110.626
336,MEX,PHARMAEXP,2002,127.529
337,MEX,PHARMAEXP,2003,242.81799999999998
338,MEX,PHARMAEXP,2004,264.753
339,MEX,PHARMAEXP,2005,270.915
340,MEX,PHARMAEXP,2006,282.052
341,MEX,PHARMAEXP,2007,292.35900000000004
342,MEX,PHARMAEXP,2008,295.853
343,MEX,PHARMAEXP,2009,294.35400000000004
344,MEX,PHARMAEXP,2010,291.96299999999997
345,MEX,PHARMAEXP,2011,265.124
346,MEX,PHARMAEXP,2012,288.845
347,MEX,PHARMAEXP,2013,281.178
348,MEX,PHARMAEXP,2014,271.151
349,MEX,PHARMAEXP,2015,292.52299999999997
350,MEX,PHARMAEXP,2016,242.16
351,MEX,PHARMAEXP,2017,251.123
352,NLD,PHARMAEXP,1998,257.893
353,NLD,PHARMAEXP,1999,283.48400000000004
354,NLD,PHARMAEXP,2000,318.168
355,NLD,PHARMAEXP,2001,339.80199999999996
356,NLD,PHARMAEXP,2002,376.736
357,NLD,PHARMAEXP,2003,376.399
358,NLD,PHARMAEXP,2004,390.347
359,NLD,PHARMAEXP,2005,399.559
360,NLD,PHARMAEXP,2006,408.265
361,NLD,PHARMAEXP,2007,444.039
362,NLD,PHARMAEXP,2008,436.712
363,NLD,PHARMAEXP,2009,427.025
364,NLD,PHARMAEXP,2010,423.301
365,NLD,PHARMAEXP,2011,426.658
366,NLD,PHARMAEXP,2012,390.869
367,NLD,PHARMAEXP,2013,377.545
368,NLD,PHARMAEXP,2014,370.986
369,NLD,PHARMAEXP,2015,381.096
370,NLD,PHARMAEXP,2016,386.529
371,NLD,PHARMAEXP,2017,391.19800000000004
372,NLD,PHARMAEXP,2018,395.70099999999996
373,NZL,PHARMAEXP,2004,223.67
374,NZL,PHARMAEXP,2005,234.745
375,NZL,PHARMAEXP,2006,275.695
376,NZL,PHARMAEXP,2007,263.895
377,NOR,PHARMAEXP,1998,227.00099999999998
378,NOR,PHARMAEXP,1999,241.838
379,NOR,PHARMAEXP,2000,285.137
380,NOR,PHARMAEXP,2001,293.493
381,NOR,PHARMAEXP,2002,340.848
382,NOR,PHARMAEXP,2003,340.56699999999995
383,NOR,PHARMAEXP,2004,367.88699999999994
384,NOR,PHARMAEXP,2005,361.461
385,NOR,PHARMAEXP,2006,365.848
386,NOR,PHARMAEXP,2007,369.795
387,NOR,PHARMAEXP,2008,366.041
388,NOR,PHARMAEXP,2009,356.519
389,NOR,PHARMAEXP,2010,365.42199999999997
390,NOR,PHARMAEXP,2011,397.13
391,NOR,PHARMAEXP,2012,402.861
392,NOR,PHARMAEXP,2013,416.31199999999995
393,NOR,PHARMAEXP,2014,427.469
394,NOR,PHARMAEXP,2015,439.68300000000005
395,NOR,PHARMAEXP,2016,439.097
396,NOR,PHARMAEXP,2017,456.273
397,NOR,PHARMAEXP,2018,452.19599999999997
398,POL,PHARMAEXP,2002,228.42
399,POL,PHARMAEXP,2003,246.778
400,POL,PHARMAEXP,2004,259.672
401,POL,PHARMAEXP,2005,248.394
402,POL,PHARMAEXP,2006,260.121
403,POL,PHARMAEXP,2007,278.822
404,POL,PHARMAEXP,2008,300.86
405,POL,PHARMAEXP,2009,323.30400000000003
406,POL,PHARMAEXP,2010,346.214
407,POL,PHARMAEXP,2011,361.408
408,POL,PHARMAEXP,2012,351.32199999999995
409,POL,PHARMAEXP,2013,362.625
410,POL,PHARMAEXP,2014,362.176
411,POL,PHARMAEXP,2015,378.01599999999996
412,POL,PHARMAEXP,2016,396.034
413,POL,PHARMAEXP,2017,417.474
414,PRT,PHARMAEXP,1998,288.282
415,PRT,PHARMAEXP,2000,349.969
416,PRT,PHARMAEXP,2001,374.475
417,PRT,PHARMAEXP,2002,404.02
418,PRT,PHARMAEXP,2003,418.103
419,PRT,PHARMAEXP,2004,454.639
420,PRT,PHARMAEXP,2005,471.70599999999996
421,PRT,PHARMAEXP,2006,488.51599999999996
422,PRT,PHARMAEXP,2007,498.775
423,PRT,PHARMAEXP,2008,505.455
424,PRT,PHARMAEXP,2009,495.25800000000004
425,PRT,PHARMAEXP,2010,487.27099999999996
426,PRT,PHARMAEXP,2011,442.42199999999997
427,PRT,PHARMAEXP,2012,390.273
428,PRT,PHARMAEXP,2013,377.36300000000006
429,PRT,PHARMAEXP,2014,377.39
430,PRT,PHARMAEXP,2015,392.909
431,PRT,PHARMAEXP,2016,401.305
432,PRT,PHARMAEXP,2017,402.639
433,SVK,PHARMAEXP,1999,229.09599999999998
434,SVK,PHARMAEXP,2000,239.38400000000001
435,SVK,PHARMAEXP,2001,262.882
436,SVK,PHARMAEXP,2002,326.289
437,SVK,PHARMAEXP,2003,352.731
438,SVK,PHARMAEXP,2004,376.309
439,SVK,PHARMAEXP,2005,396.543
440,SVK,PHARMAEXP,2006,417.57099999999997
441,SVK,PHARMAEXP,2007,465.217
442,SVK,PHARMAEXP,2008,508.8
443,SVK,PHARMAEXP,2009,533.7180000000001
444,SVK,PHARMAEXP,2010,586.999
445,SVK,PHARMAEXP,2011,567.145
446,SVK,PHARMAEXP,2012,556.726
447,SVK,PHARMAEXP,2013,571.491
448,SVK,PHARMAEXP,2014,543.317
449,SVK,PHARMAEXP,2015,553.341
450,SVK,PHARMAEXP,2016,581.7090000000001
451,SVK,PHARMAEXP,2017,577.354
452,ESP,PHARMAEXP,1998,281.909
453,ESP,PHARMAEXP,1999,303.135
454,ESP,PHARMAEXP,2000,334.457
455,ESP,PHARMAEXP,2001,358.832
456,ESP,PHARMAEXP,2002,408.49800000000005
457,ESP,PHARMAEXP,2003,439.596
458,ESP,PHARMAEXP,2004,450.145
459,ESP,PHARMAEXP,2005,455.226
460,ESP,PHARMAEXP,2006,467.18300000000005
461,ESP,PHARMAEXP,2007,469.57800000000003
462,ESP,PHARMAEXP,2008,491.441
463,ESP,PHARMAEXP,2009,500.01300000000003
464,ESP,PHARMAEXP,2010,496.124
465,ESP,PHARMAEXP,2011,484.291
466,ESP,PHARMAEXP,2012,481.055
467,ESP,PHARMAEXP,2013,515.538
468,ESP,PHARMAEXP,2014,514.775
469,ESP,PHARMAEXP,2015,545.118
470,ESP,PHARMAEXP,2016,591.335
471,ESP,PHARMAEXP,2017,598.201
472,SWE,PHARMAEXP,1998,258.263
473,SWE,PHARMAEXP,1999,286.758
474,SWE,PHARMAEXP,2000,318.481
475,SWE,PHARMAEXP,2001,352.705
476,SWE,PHARMAEXP,2002,390.711
477,SWE,PHARMAEXP,2003,383.348
478,SWE,PHARMAEXP,2004,394.644
479,SWE,PHARMAEXP,2005,394.168
480,SWE,PHARMAEXP,2006,422.194
481,SWE,PHARMAEXP,2007,443.10400000000004
482,SWE,PHARMAEXP,2008,468.69199999999995
483,SWE,PHARMAEXP,2009,467.93699999999995
484,SWE,PHARMAEXP,2010,458.344
485,SWE,PHARMAEXP,2011,459.42699999999996
486,SWE,PHARMAEXP,2012,476.39
487,SWE,PHARMAEXP,2013,467.728
488,SWE,PHARMAEXP,2014,479.225
489,SWE,PHARMAEXP,2015,496.039
490,SWE,PHARMAEXP,2016,511.414
491,SWE,PHARMAEXP,2017,515.38
492,CHE,PHARMAEXP,2010,751.617
493,CHE,PHARMAEXP,2011,775.466
494,CHE,PHARMAEXP,2012,811.852
495,CHE,PHARMAEXP,2013,855.215
496,CHE,PHARMAEXP,2014,875.763
497,CHE,PHARMAEXP,2015,927.429
498,CHE,PHARMAEXP,2016,958.632
499,CHE,PHARMAEXP,2017,963.242
500,TUR,PHARMAEXP,1999,100.90899999999999
501,TUR,PHARMAEXP,2000,120.065
502,GBR,PHARMAEXP,2013,416.38
503,GBR,PHARMAEXP,2014,429.64099999999996
504,GBR,PHARMAEXP,2015,436.162
505,GBR,PHARMAEXP,2016,451.94
506,GBR,PHARMAEXP,2017,468.715
507,USA,PHARMAEXP,1998,424.39099999999996
508,USA,PHARMAEXP,1999,484.474
509,USA,PHARMAEXP,2000,540.807
510,USA,PHARMAEXP,2001,600.941
511,USA,PHARMAEXP,2002,664.78
512,USA,PHARMAEXP,2003,733.721
513,USA,PHARMAEXP,2004,788.632
514,USA,PHARMAEXP,2005,832.307
515,USA,PHARMAEXP,2006,897.654
516,USA,PHARMAEXP,2007,940.905
517,USA,PHARMAEXP,2008,956.818
518,USA,PHARMAEXP,2009,988.135
519,USA,PHARMAEXP,2010,983.99
520,USA,PHARMAEXP,2011,1000.063
521,USA,PHARMAEXP,2012,997.199
522,USA,PHARMAEXP,2013,1015.69
523,USA,PHARMAEXP,2014,1115.632
524,USA,PHARMAEXP,2015,1198.287
525,USA,PHARMAEXP,2016,1220.423
526,USA,PHARMAEXP,2017,1220.4
527,EST,PHARMAEXP,1999,101.90100000000001
528,EST,PHARMAEXP,2000,123.68299999999999
529,EST,PHARMAEXP,2001,139.076
530,EST,PHARMAEXP,2002,169.65900000000002
531,EST,PHARMAEXP,2003,179.995
532,EST,PHARMAEXP,2004,208.718
533,EST,PHARMAEXP,2005,205.453
534,EST,PHARMAEXP,2006,198.99
535,EST,PHARMAEXP,2007,226.342
536,EST,PHARMAEXP,2008,242.68900000000002
537,EST,PHARMAEXP,2009,261.92900000000003
538,EST,PHARMAEXP,2010,278.83099999999996
539,EST,PHARMAEXP,2011,278.915
540,EST,PHARMAEXP,2012,305.288
541,EST,PHARMAEXP,2013,316.199
542,EST,PHARMAEXP,2014,327.705
543,EST,PHARMAEXP,2015,340.401
544,EST,PHARMAEXP,2016,382.978
545,EST,PHARMAEXP,2017,385.61400000000003
546,ISR,PHARMAEXP,2006,232.918
547,ISR,PHARMAEXP,2007,252.238
548,ISR,PHARMAEXP,2008,247.84099999999998
549,ISR,PHARMAEXP,2009,268.409
550,ISR,PHARMAEXP,2010,269.084
551,ISR,PHARMAEXP,2011,279.705
552,ISR,PHARMAEXP,2012,294.60400000000004
553,ISR,PHARMAEXP,2013,290.03
554,ISR,PHARMAEXP,2014,287.70599999999996
555,ISR,PHARMAEXP,2015,309.644
556,SVN,PHARMAEXP,2002,383.621
557,SVN,PHARMAEXP,2003,378.949
558,SVN,PHARMAEXP,2004,394.536
559,SVN,PHARMAEXP,2005,404.79400000000004
560,SVN,PHARMAEXP,2006,419.712
561,SVN,PHARMAEXP,2007,414.655
562,SVN,PHARMAEXP,2008,438.139
563,SVN,PHARMAEXP,2009,448.57199999999995
564,SVN,PHARMAEXP,2010,458.55800000000005
565,SVN,PHARMAEXP,2011,464.769
566,SVN,PHARMAEXP,2012,489.476
567,SVN,PHARMAEXP,2013,501.439
568,SVN,PHARMAEXP,2014,463.397
569,SVN,PHARMAEXP,2015,470.898
570,SVN,PHARMAEXP,2016,491.037
571,SVN,PHARMAEXP,2017,515.2909999999999
572,LVA,PHARMAEXP,2004,188.613
573,LVA,PHARMAEXP,2005,189.345
574,LVA,PHARMAEXP,2006,217.38400000000001
575,LVA,PHARMAEXP,2007,299.514
576,LVA,PHARMAEXP,2008,240.267
577,LVA,PHARMAEXP,2009,245.799
578,LVA,PHARMAEXP,2010,277.473
579,LVA,PHARMAEXP,2011,281.157
580,LVA,PHARMAEXP,2012,295.051
581,LVA,PHARMAEXP,2013,323.217
582,LVA,PHARMAEXP,2014,346.968
583,LVA,PHARMAEXP,2015,388.47
584,LVA,PHARMAEXP,2016,447.751
585,LVA,PHARMAEXP,2017,451.972
586,LTU,PHARMAEXP,2004,267.756
587,LTU,PHARMAEXP,2005,304.163
588,LTU,PHARMAEXP,2006,313.074
589,LTU,PHARMAEXP,2007,329.87
590,LTU,PHARMAEXP,2008,351.976
591,LTU,PHARMAEXP,2009,353.63300000000004
592,LTU,PHARMAEXP,2010,366.316
593,LTU,PHARMAEXP,2011,386.598
594,LTU,PHARMAEXP,2012,453.815
595,LTU,PHARMAEXP,2013,468.39300000000003
596,LTU,PHARMAEXP,2014,495.94
597,LTU,PHARMAEXP,2015,515.241
598,LTU,PHARMAEXP,2016,559.501
599,LTU,PHARMAEXP,2017,562.5269999999999
600,BGR,PHARMAEXP,2003,231.653
601,BGR,PHARMAEXP,2004,233.50799999999998
602,BGR,PHARMAEXP,2005,243.793
603,BGR,PHARMAEXP,2006,267.052
604,BGR,PHARMAEXP,2007,275.63599999999997
605,BGR,PHARMAEXP,2008,308.209
606,BGR,PHARMAEXP,2012,474.18300000000005
607,BGR,PHARMAEXP,2013,544.8009999999999
608,BGR,PHARMAEXP,2014,623.408
609,BGR,PHARMAEXP,2015,641.8430000000001
