Country Name,Indicator Name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,COV
Aruba,Liner shipping connectivity index (maximum value in 2004 = 100),,,,,,7.37,7.52,7.53,5.09,5.09,3.52,5.34,6.21,6.03,6.3,6.14,5.93,6.58,5.99,6.46,,0.17267585701612576
Aruba,Rail lines (total route-km),,,,,,,,,,,,,,,,,,,,,,
Aruba,"Railways, passengers carried (million passenger-km)",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Railways, goods transported (million ton-km)",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Air transport, passengers carried",,,,,,,,,,,,,,,,,,,223502.0,274280.0,,0.14426181796485413
Aruba,"Air transport, freight (million ton-km)",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Air transport, registered carrier departures worldwide",,,,,,,,,,,,,,,,,,,2132.0,2276.0,,0.046199354124710906
Aruba,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Trademark applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Trademark applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Industrial design applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Industrial design applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,
Aruba,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,,,,,,,
Aruba,Public private partnerships investment in transport (current US$),,,,,,,,,,,,,,,,,,,,,,
Aruba,Public private partnerships investment in energy (current US$),,,,,,,,,,,,,,,,,,,,,,
Aruba,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Aruba,Investment in transport with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Aruba,Investment in ICT with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Aruba,Investment in energy with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Aruba,Renewable internal freshwater resources per capita (cubic meters),,,,,,,,,,,,,,,,,,,,,,
Aruba,"Renewable internal freshwater resources, total (billion cubic meters)",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Annual freshwater withdrawals, total (% of internal resources)",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Annual freshwater withdrawals, total (billion cubic meters)",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,
Aruba,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,
Aruba,Electric power consumption (kWh per capita),,,,,,,,,,,,,,,,,,,,,,
Aruba,Electricity production from oil sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Aruba,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Aruba,Electricity production from natural gas sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Aruba,Electric power transmission and distribution losses (% of output),,,,,,,,,,,,,,,,,,,,,,
Aruba,Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Aruba,Electricity production from coal sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Aruba,"ICT service exports (% of service exports, BoP)",1.302239668,0.6929671433,0.32730821120000003,1.079025138,0.6657882202000001,1.076471847,0.8016848337000001,1.126487126,1.0480349340000001,1.062902945,1.013255856,1.425195159,1.4722988469999998,1.2618096509999999,1.4887483780000001,1.227028456,1.193348332,1.071958329,,,,0.3543437086086897
Aruba,"ICT service exports (BoP, current US$)",12603351.96,10955307.26,5977653.631,13217877.09,10698324.02,13491620.11,10484445.21,14748398.92,15418994.41,17039106.15,15586592.18,22234636.87,24748603.35,22234636.87,28033847.49,25039765.92,25115176.54,22114095.53,,,,0.5171870497403577
Afghanistan,ICT goods exports (% of total goods exports),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,ICT goods imports (% total goods imports),,,,,,,,,,0.4866973095,0.33762662060000004,0.3743117136,0.3322431753,0.1504150832,0.0033180883,0.0859540452,0.16452401949999998,0.262056153,,,,0.6325028702324175
Afghanistan,Individuals using the Internet (% of population),,,0.004722568,0.004561395,0.087891253,0.10580903,1.224148084,2.107123645,1.9,1.84,3.55,4.0,5.0,5.454545455,5.9,7.0,8.26,11.2,13.5,,,1.0174566953600233
Afghanistan,Secure Internet servers (per 1 million people),,,,,,,,,,,,0.4796901421,0.5312541286,1.219458345,1.425490731,1.708080425,2.15031248,12.03963652,43.44783505,52.8618206,,1.5888373679078074
Afghanistan,Secure Internet servers,,,,,,,,,,,,14.0,16.0,38.0,46.0,57.0,74.0,426.0,1577.0,1965.0,,1.614635018212549
Afghanistan,Fixed broadband subscriptions (per 100 people),,,,,,0.0008088430000000001,0.000857557,0.001891571,0.0018449820000000002,0.0018036039999999999,0.00352177,0.0051395370000000004,,0.0048136509999999995,0.0046483390000000005,0.0044949479999999995,0.020535484,0.024873503999999998,0.046313499,0.047054334,,1.3594371146637982
Afghanistan,Fixed broadband subscriptions,,,,,,200.0,220.0,500.0,500.0,500.0,1000.0,1500.0,,1500.0,1500.0,1500.0,7067.0,8801.0,16810.0,17491.0,,1.43572399927624
Afghanistan,Fixed telephone subscriptions (per 100 people),0.143771872,0.13955758199999999,0.134215838,0.146233956,0.154977408,,,,,,0.01806668,0.056946073,0.04485445,0.288873636,0.296777873,0.305449729,0.319641044,0.322730963,0.327222367,0.343791756,,0.40886233544610434
Afghanistan,Fixed telephone subscriptions,29000.0,29000.0,29000.0,33050.0,36700.0,,,,,,5130.0,16620.0,13509.0,90017.0,95769.0,101931.0,110000.0,114192.0,118769.0,127794.0,,0.8010620426271888
Afghanistan,Mobile cellular subscriptions (per 100 people),0.0,0.0,0.0,0.1106157,0.84456353,2.426528361,4.677582611,9.534904581000001,17.22510581,28.49300324,36.97858479,35.00312672,45.81362616,49.22797697,52.08357627,55.15951463,57.27106807,61.05463771,65.92913406,59.12084823,,1.7598399913890106
Afghanistan,Mobile cellular subscriptions,0.0,0.0,0.0,25000.0,200000.0,600000.0,1200000.0,2520366.0,4668096.0,7898909.0,10500000.0,10215840.0,13797879.0,15340115.0,16807156.0,18407168.0,19709038.0,21602982.0,23929713.0,21976355.0,,1.8299600076304539
Afghanistan,Container port traffic (TEU: 20 foot equivalent units),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Liner shipping connectivity index (maximum value in 2004 = 100),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Rail lines (total route-km),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Railways, passengers carried (million passenger-km)",,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Railways, goods transported (million ton-km)",,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Air transport, passengers carried",140200.0,149705.0,,,,,,,,,,1999127.0,2279341.18,1737962.126,2044188.0,2209428.0,1929907.0,1917924.0,1647425.0,1722612.61,,1.3653822259784678
Afghanistan,"Air transport, freight (million ton-km)",7.400000095,7.813,,,,,,,,,,108.0194871,109.42111750000001,116.66072340000002,84.621216,34.283471999999996,33.10203859,29.0108809,21.46255651,29.559348800000002,,1.2260140548449656
Afghanistan,"Air transport, registered carrier departures worldwide",3400.0,3409.0,,,,,,,,,,21677.0,25021.0,17775.0,21696.0,25920.0,23532.0,22770.0,24207.0,24433.446,,0.8522849291852606
Afghanistan,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Trademark applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Trademark applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Industrial design applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Industrial design applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Public private partnerships investment in transport (current US$),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Public private partnerships investment in energy (current US$),,,,,1580000.0,,,,,,,,,,,,,,19000000.0,,,1.1970651242244565
Afghanistan,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Investment in transport with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Investment in ICT with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Investment in energy with private participation (current US$),,,,,1580000.0,,,,,,,,,,,,,,19000000.0,,,1.1970651242244565
Afghanistan,Renewable internal freshwater resources per capita (cubic meters),,,,2086.212107,,,,,1739.8179870000001,,,,,1513.091078,,1412.912141,,,,,,0.3975165358745567
Afghanistan,"Renewable internal freshwater resources, total (billion cubic meters)",,,,47.15,,,,,47.15,,,,,47.15,,47.15,,,,,,3.1479859316428524e-16
Afghanistan,"Annual freshwater withdrawals, total (% of internal resources)",,,,43.0116649,,,,,,,,,,,,,,,,,,0.40886362472664484
Afghanistan,"Annual freshwater withdrawals, total (billion cubic meters)",,20.28,,,,,,,,,,,,,,,,,,,,0.40886362469445053
Afghanistan,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,0.6336,,,,,,,,,,,,,,,,,,,,1.4142135623730951
Afghanistan,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,0.7604,,,,,,,,,,,,,,,,,,,,0.19248214584446355
Afghanistan,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,98.62,,,,,,,,,,,,,,,,,,,,0.002719366226605453
Afghanistan,Electric power consumption (kWh per capita),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electricity production from oil sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electricity production from natural gas sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electric power transmission and distribution losses (% of output),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electricity production from coal sources (% of total),,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"ICT service exports (% of service exports, BoP)",,,,,,,,,,7.580671285,6.998153902,8.900850788,8.034188298,6.674334257000001,15.32566134,8.481815115,9.64148976,14.81968867,16.05650226,,,0.35778312910622373
Afghanistan,"ICT service exports (BoP, current US$)",,,,,,,,,,70524846.2,119214754.6,191027169.3,209492976.1,124681457.4,137313518.6,115737501.7,82152250.34,77926450.18,59749143.82,,,0.42243383245031557
Angola,ICT goods exports (% of total goods exports),,,,,,,,,,,,,,,,,,,,,,
Angola,ICT goods imports (% total goods imports),,,,,,,,,4.5142995930000005,,3.0047461230000003,3.0187373060000002,3.7537552819999997,3.797215928,3.012673323,2.8418049560000003,3.0067093010000003,,,,,0.17506543551304007
Angola,Individuals using the Internet (% of population),0.071964087,0.105045562,0.13601386699999998,0.270376746,0.370682065,0.46481461799999996,1.143366827,1.5,1.7,1.9,2.3,2.8,3.1,6.5,8.9,21.4,12.4,13.0,14.33907936,,,1.4718455756909334
Angola,Secure Internet servers (per 1 million people),,,,,,,,,,,,1.28445299,1.857917916,3.1862442189999998,4.574146922,5.938731811,8.140758082,8.321058616,10.79929978,11.1977496,,0.6012290283582642
Angola,Secure Internet servers,,,,,,,,,,,,30.0,45.0,80.0,119.0,160.0,227.0,240.0,322.0,345.0,,0.6661117725043352
Angola,Fixed broadband subscriptions (per 100 people),,,,,,,,0.037012589,0.055966499999999995,0.073480222,0.066624379,0.064222649,0.06530375,0.081695302,0.085648015,0.325702323,0.550742009,0.42692224,0.32504866600000004,0.355604536,,0.9133408104407051
Angola,Fixed broadband subscriptions,,,,,,,,7458.0,11700.0,15942.0,15000.0,15000.0,15817.0,20512.0,22282.0,87750.0,153571.0,123135.0,96919.0,109561.0,,0.9782604611921282
Angola,Fixed telephone subscriptions (per 100 people),0.42352401100000003,0.395840974,0.453210902,0.45777779,0.469293925,0.5026083339999999,0.49790049200000003,0.487173609,0.45105172299999996,0.526815672,1.346607515,1.203626644,0.658466753,0.829797565,0.82622928,1.0668040890000001,1.0218085890000002,1.055709859,0.54019943,0.557803272,,0.4863702114383368
Angola,Fixed telephone subscriptions,67200.0,64900.0,76800.0,80200.0,85043.0,94280.0,96760.0,98165.0,94294.0,114296.0,303179.0,281122.0,159485.0,208345.0,214950.0,287416.0,284925.0,304493.0,161070.0,171858.0,,0.887348257157442
Angola,Mobile cellular subscriptions (per 100 people),0.151258575,0.157397106,0.442588771,0.7991133490000001,1.931409682,3.944952979,8.290372521,15.15947895,23.73331666,31.21990351,36.01900945,40.26060095,49.84677338,50.92059955,51.06592034,52.15898327,49.79322295,45.07629005,44.68610714,43.13051888,,1.6525388619807093
Angola,Mobile cellular subscriptions,24000.0,25806.0,75000.0,140000.0,350000.0,740000.0,1611118.0,3054620.0,4961536.0,6773356.0,8109421.0,9403365.0,12073218.0,12785109.0,13285198.0,14052558.0,13884532.0,13001124.0,13323952.0,13288421.0,,1.7122096816844972
Angola,Container port traffic (TEU: 20 foot equivalent units),,,,,,,,,,,,667900.0,764031.0,840000.0,1007900.0,1155302.0,833286.0,621346.0,796268.0,778000.0,,0.19793906945689146
Angola,Liner shipping connectivity index (maximum value in 2004 = 100),,,,,,9.67,10.46,9.46,9.9,10.22,11.31,10.71,11.27,13.95,13.8,19.28,19.57,26.62,23.15,25.13,,0.4073205879736097
Angola,Rail lines (total route-km),,,,,,,,,,,,,,,,,,,,,,
Angola,"Railways, passengers carried (million passenger-km)",,,,,,,,,,,,,,,,,,,,,,
Angola,"Railways, goods transported (million ton-km)",,,,,,,,,,,,,,,,,,,,,,
Angola,"Air transport, passengers carried",293800.0,235448.0,193317.0,189619.0,198253.0,222032.0,239795.0,262666.0,277361.0,283887.0,274869.0,1010194.0,987798.0,1132424.0,1321872.0,1409952.0,1244491.0,1482546.0,1375523.0,1516628.0,,0.6257381456383838
Angola,"Air transport, freight (million ton-km)",51.79999924,60.611000000000004,50.818000000000005,51.298,56.455,63.692,68.112,80.997,72.888,70.934,64.32300000000001,47.908,50.973,70.977,70.431,65.517,46.043,43.940435,67.32035,78.15964,,0.4117698930147501
Angola,"Air transport, registered carrier departures worldwide",5100.0,4399.0,4354.0,4343.0,4633.0,4849.0,4948.0,4965.0,5277.0,3361.0,3236.0,17060.0,12282.0,13072.0,14496.0,13716.0,13116.0,15482.0,13494.0,13978.0,,0.5038509561885864
Angola,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",,,,,,,,,,,,2.07166,2.3,,2.9,2.7,,,,,,0.1506755849525901
Angola,"Trademark applications, resident, by count",,,,,,,,,,,,,,,,,,1585.0,1723.0,2354.0,,0.21723406360260739
Angola,"Trademark applications, nonresident, by count",,,,,,,,,,,,,,,,,,2019.0,1622.0,1780.0,,0.1106101047777786
Angola,"Industrial design applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,
Angola,"Industrial design applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,
Angola,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,,,,,,,
Angola,Public private partnerships investment in transport (current US$),,,,,,,,,53000000.0,,,,,,,,,,,,,
Angola,Public private partnerships investment in energy (current US$),,,,,45000000.0,,,9400000.0,,,120000000.0,,,,,,,,,,,0.971173205241774
Angola,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Angola,Investment in transport with private participation (current US$),,,,,,,,,53000000.0,,,,,,,,,,,,,
Angola,Investment in ICT with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Angola,Investment in energy with private participation (current US$),,,,,45000000.0,,,9400000.0,,,120000000.0,,,,,,,,,,,0.971173205241774
Angola,Renewable internal freshwater resources per capita (cubic meters),,,,8447.769695,,,,,7079.5230870000005,,,,,5894.551805,,5493.326925,,,,,,0.5317310736466119
Angola,"Renewable internal freshwater resources, total (billion cubic meters)",,,,148.0,,,,,148.0,,,,,148.0,,148.0,,,,,,0.0
Angola,"Annual freshwater withdrawals, total (% of internal resources)",,,,0.43270270270000005,,,,,0.4768243243,,,,,,,,,,,,,0.19080211962827193
Angola,"Annual freshwater withdrawals, total (billion cubic meters)",,0.6404,,,,,0.7057,,,,,,,,,,,,,,,0.19080211961315657
Angola,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,28.81,,,,,33.95,,,,,,,,,,,,,,,0.5198646592779504
Angola,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,38.41,,,,,45.27,,,,,,,,,,,,,,,0.5056713552175969
Angola,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,32.79,,,,,20.78,,,,,,,,,,,,,,,0.6727373925616301
Angola,Electric power consumption (kWh per capita),71.91084769,75.26467824,82.61657065,86.01884412,95.85310338,87.535308,109.29523,144.7153512,133.2672387,172.3849139,189.2576538,206.4544105,207.0133429,219.25343030000002,280.21454669999997,312.228825,,,,,,0.6481203352720726
Angola,Electricity production from oil sources (% of total),33.03370787,36.88581315,37.91208791,35.240793200000006,37.79448622,21.59498208,20.35175879,19.38898972,22.381100399999998,24.59095284,34.65681098,32.04257662,29.09219607,39.2005158,41.97906524,46.82489451,46.82507169,,,,,0.5087809709673482
Angola,Electricity production from nuclear sources (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Angola,Electricity production from natural gas sources (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Angola,Electric power transmission and distribution losses (% of output),14.53183521,14.60207612,14.52991453,14.61756374,12.93233083,26.43369176,23.76166547,11.79673321,13.39757538,10.00962464,10.01055966,11.50669848,11.27234118,11.26692456,11.27069133,11.26582278,,,,,,0.3215327964208066
Angola,Electricity production from hydroelectric sources (% of total),66.96629213,63.11418685,62.08791209,64.7592068,62.20551378,78.40501792,79.64824121,80.61101028,77.61889959999999,75.40904716,65.34318902,67.95742338,70.90780393,60.79948420000001,58.02093476,53.17510549,53.17492831,,,,,0.14554994725776538
Angola,Electricity production from coal sources (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Angola,"ICT service exports (% of service exports, BoP)",,,,,,,7.939476807999999,0.7226627035,,,5.4576237139999995,4.0988366339999995,5.54855779,4.257256859,1.591064399,2.206201024,2.401916978,3.0466703539999997,2.485358286,,,0.5803833990916593
Angola,"ICT service exports (BoP, current US$)",,,,,,,14039000.0,10726000.0,,,34012000.0,35122000.0,40629829.61,33207031.44,20933695.38,37093889.76,30172000.0,21658540.0,24470350.0,,,0.35561421186198994
Albania,ICT goods exports (% of total goods exports),,0.3906652448,0.48004841909999996,0.46280071219999996,0.7513241576,0.47110266149999996,0.588408359,0.8771880809,0.8219722786,0.5686167892,0.8498683106999999,0.8372786912000001,0.5234980884,0.3894028772,0.3592969425,0.0662234477,0.7926641754000001,0.2724227896,0.030069843500000002,,,0.488022091854064
Albania,ICT goods imports (% total goods imports),,3.33275957,8.049809804,4.33508887,3.168913665,3.515641467,3.7814387889999996,3.508817798,3.23428515,3.3690729110000004,4.7887694000000005,4.113140733,3.579902835,2.967163189,2.9665252860000004,1.019705872,3.583151337,2.941436505,1.172655178,,,0.414067067574636
Albania,Individuals using the Internet (% of population),0.081437045,0.11409734699999999,0.325798377,0.39008127299999995,0.971900415,2.420387798,6.043890864,9.609991316,15.03611541,23.86,41.2,45.0,49.0,54.65595904,57.2,60.1,63.2529327,66.3634447,71.8470405,,,1.151782871915652
Albania,Secure Internet servers (per 1 million people),,,,,,,,,,,,4.119434772,8.261063371,25.51371345,35.57745315,52.26533901,68.38608492,144.6402612,443.0203758,526.0998557,,1.3618221860270765
Albania,Secure Internet servers,,,,,,,,,,,,12.0,24.0,74.0,103.0,151.0,197.0,416.0,1273.0,1508.0,,1.3592166910524446
Albania,Fixed broadband subscriptions (per 100 people),,,,,,,0.008811685999999999,,0.329598108,2.131430676,3.0944673610000004,3.5799924219999997,4.377871687,5.493573307,6.286818262000001,7.180321133,8.402314745,9.228640975,10.52684499,12.51451744,,0.68632461299636
Albania,Fixed broadband subscriptions,,,,,,,272.0,,10000.0,64000.0,92000.0,105539.0,128210.0,160088.0,182556.0,207964.0,242870.0,266379.0,303612.0,360761.0,,0.6787229071269015
Albania,Fixed telephone subscriptions (per 100 people),4.495857267,4.879359002,6.310373122000001,7.037326942000001,8.178259107999999,8.842723032,9.037582488,8.357761831,9.887943235,11.44281871,12.20969187,11.29794442,11.57020165,10.70657933,9.683895874,8.139128994,7.843521202000001,8.614077281,8.554283747000001,8.583084149,,0.8691620770815813
Albania,Fixed telephone subscriptions,140392.0,152687.0,197496.0,220000.0,255000.0,274557.0,278973.0,256000.0,300000.0,343591.0,363000.0,333066.0,338844.0,312000.0,281200.0,235734.0,226718.0,248640.0,246720.0,247428.0,,0.8723110202409199
Albania,Mobile cellular subscriptions (per 100 people),0.35251579,0.9520193859999999,12.54591489,27.22166012,35.27876478,40.56791669,49.57363751,62.35298419,76.54705112,61.9324483,82.86919686,91.32805273,105.852915,120.10585790000002,126.9369686,115.9979353,117.65921829999999,116.7444442,125.7103519,94.17699827,,1.4709775502288154
Albania,Mobile cellular subscriptions,11008.0,29791.0,392650.0,851000.0,1100000.0,1259590.0,1530244.0,1909885.0,2322436.0,1859632.0,2463741.0,2692372.0,3100000.0,3500000.0,3685983.0,3359654.0,3400955.0,3369756.0,3625699.0,2714878.0,,1.4557231850979742
Albania,Container port traffic (TEU: 20 foot equivalent units),,,,,,,,,33127.0,46798.0,68780.0,,,,,,,,,,,0.3628772844788125
Albania,Liner shipping connectivity index (maximum value in 2004 = 100),,,,,,0.4,0.4,0.4,2.28,1.98,2.3,4.34,4.54,0.53,4.43,4.11,3.88,4.24,5.92,3.04,,0.6381005986964279
Albania,Rail lines (total route-km),440.0,440.0,447.0,447.0,447.0,447.0,423.0,423.0,423.0,423.0,423.0,,,,,,,,,,,0.13695027280117752
Albania,"Railways, passengers carried (million passenger-km)",121.0,125.0,138.0,123.0,105.0,89.0,73.0,80.0,51.0,41.0,32.0,,,,,,,,,,,0.44621696300995245
Albania,"Railways, goods transported (million ton-km)",27.0,28.0,19.0,21.0,31.0,32.0,26.0,36.0,53.0,52.0,46.0,,,,,,,,,,,0.36674448735194104
Albania,"Air transport, passengers carried",91500.0,136622.0,146273.0,137569.0,158888.0,179543.0,195702.0,213315.0,238913.0,243691.0,231263.0,768533.0,829778.9239,814339.7303,865848.0,151632.0,,26634.0,204090.0,303137.0,,1.075766351063912
Albania,"Air transport, freight (million ton-km)",,0.003,0.003,0.14400000000000002,0.08800000000000001,0.099,0.1,0.105,0.107,0.106,0.153,0.0,0.0,0.0,0.0,,,,,,,0.9224150282320389
Albania,"Air transport, registered carrier departures worldwide",2700.0,3885.0,3974.0,3762.0,3800.0,4104.0,4309.0,4481.0,4930.0,5058.0,5140.0,9412.0,10373.21094,10309.17914,11196.0,1992.0,,306.0,1904.0,2935.0,,0.761103809097464
Albania,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",,,,,,,,,2.072166235,2.438194009,3.220509323,3.5407745239999997,3.9,3.7,3.5,3.7,4.151210169,4.2,4.1,,,0.19700408948438156
Albania,"Trademark applications, resident, by count",,,,,,,,,,,,,427.0,,1521.0,581.0,866.0,918.0,1232.0,1542.0,,0.4317679152084871
Albania,"Trademark applications, nonresident, by count",,,,,,,,,,,,,7942.0,,6945.0,6567.0,6852.0,6889.0,7150.0,7143.0,,0.06114084073963484
Albania,"Industrial design applications, resident, by count",,,,,,,,,,,,21.0,16.0,,35.0,16.0,,,,,,0.4082482904638631
Albania,"Industrial design applications, nonresident, by count",,,,,,,,,,,,836.0,787.0,,959.0,847.0,,,,,,0.08477632270120775
Albania,Public private partnerships investment in water and sanitation (current US$),,,,8000000.0,,,,,,,,,,,,,,,,,,
Albania,Public private partnerships investment in transport (current US$),,,,,,,308000000.0,,,,,,,,51300000.0,,,,284600000.0,,,0.6612853063106957
Albania,Public private partnerships investment in energy (current US$),,,,8000000.0,,,,,,,244000000.0,28000000.0,4160000.0,58600000.0,19400000.0,,,,,,,1.5247580114496235
Albania,Investment in water and sanitation with private participation (current US$),,,,8000000.0,,,,,,,,,,,,,,,,,,
Albania,Investment in transport with private participation (current US$),,,,,,,308000000.0,,,,,,,,51300000.0,,,,284600000.0,,,0.6612853063106957
Albania,Investment in ICT with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
